,Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,safety,wealth,boring,depressing,lively,walk,beauty,lsoa
2341,20.91,0.192,-0.034,34.188,20.694,0.089,0.131,21.55,0.754,5.648936193816516,5.159997431599364,5.392286037912174,5.312182307243347,5.422147597585406,5.228541756162838,5.119766877622021,E01002395
2342,25.663,0.879,0.13,35.811,18.682,0.103,0.194,28.627,1.405,5.925977216401232,5.479609837772649,5.331053938887535,5.008205803162461,5.39734504310363,5.31383062229244,5.529175361362072,E01002396
2343,32.654,0.761,-0.111,33.777,19.866,0.1,0.162,26.362,1.241,5.733426286702853,5.256695786314912,5.273878432959745,5.228177211346121,5.439729438470223,5.12747747713652,4.970187791780619,E01002397
2344,20.915,1.06,-0.096,28.949,21.479,0.073,0.107,21.185,0.965,5.887617911442672,5.4619987471268905,5.270936598872194,5.123014943434461,5.503411982319142,5.24518341475194,5.265168204165922,E01002398
2345,19.324,0.817,-0.393,31.969,16.889,0.067,0.125,19.66,0.821,5.7746282909065485,5.324902042746544,5.335733288899064,5.212133978493512,5.48127600364387,5.1558061903342605,5.201682009734213,E01002399
2346,23.592,0.636,0.094,31.179,27.636,0.101,0.178,26.723,1.33,5.960317587260134,5.447244034790844,5.51474301378179,5.026550503250975,5.224171384891368,5.31354937827365,5.591313127034939,E01002400
2347,21.325,0.478,0.028,28.257,25.449,0.123,0.185,26.638,0.85,5.854410076640663,5.416528756081746,5.509783832814681,5.259419277076322,5.298753137363813,5.190025845123211,5.240929498722416,E01002401
2348,27.295,0.648,-0.231,29.156,22.206,0.107,0.153,24.386,1.05,6.034744812175632,5.452598803676665,5.34509246237576,5.048808801919222,5.350595321506262,5.301445021294057,5.328064828179777,E01002402
2349,19.887,0.572,0.108,29.494,27.593,0.109,0.185,26.617,0.65,6.100294583763173,5.586112278738832,5.199731576676462,5.032735494227191,5.497055700401854,5.254929157643536,5.333034006598728,E01002403
2350,17.901,0.426,0.196,29.525,35.028,0.128,0.211,29.688,0.469,5.923415131331807,5.480107118411618,5.522015135591201,5.109625693842851,5.238447085928522,5.189949980756855,5.345617096068451,E01002404
2351,20.94,0.633,0.081,29.053,25.027,0.094,0.14,23.452,0.758,5.915295129703685,5.435919888776626,5.507949719496813,5.051927660313828,5.219838284768199,5.243418809361932,5.602964215933994,E01002405
2352,24.931,0.395,-0.429,38.465,17.936,0.119,0.151,24.978,0.77,5.642240058786515,5.1965479624135416,5.558321119941232,5.32246991414081,5.163972592852415,5.070691936596265,5.199102701343057,E01002406
2353,31.407,0.706,-0.71,42.965,17.114,0.074,0.132,23.489,1.405,5.685532009252444,5.257245951616614,5.357142267366832,5.254131047795507,5.322874167474244,5.116962101170208,5.135455358976101,E01002407
2354,26.919,0.268,0.8,32.005,27.382,0.124,0.193,31.015,0.891,5.816166737186375,5.436296507493774,5.367514201064608,5.058969972738579,5.359300565363756,5.192785441875458,5.311411096978543,E01002408
2355,26.73,0.416,-0.135,32.068,18.479,0.087,0.148,22.359,0.978,5.965306056870355,5.505931473072664,5.337692693427757,5.077279742117281,5.378162102198895,5.28550315859877,5.259472533508584,E01002409
2356,16.459,0.59,-0.482,27.972,8.304,0.077,0.095,15.825,0.74,5.749491694712743,5.445548862869563,5.420236182004603,5.219887628305427,5.253903062062492,5.16212515487421,5.243632872031766,E01002410
2357,18.05,0.452,0.012,31.737,46.055,0.077,0.124,23.999,0.465,5.890291116123116,5.587438079467507,5.586226018755717,5.097423380639356,5.23912801180344,5.219818990824004,5.459279154065395,E01002411
2358,14.154,0.533,-0.456,28.535,10.976,0.06,0.065,13.287,0.67,5.868687827805966,5.532764379528985,5.357612340346627,5.021708755101559,5.360229853846601,5.325748304238066,5.547810476183315,E01002412
2359,21.388,0.849,0.459,31.849,32.84,0.115,0.187,30.67,0.523,5.721708643373359,5.3591463540596935,5.551573744526616,5.221183510053725,5.138538394024764,5.091564130530786,5.259090292390693,E01002413
2360,16.823,-0.182,-0.451,31.611,10.12,0.013,0.033,8.777,0.293,5.915568184177831,5.598579749746143,5.397188988496673,4.89160702925808,5.370342392966433,5.465690723567639,5.865042761811671,E01002414
2361,16.253,-0.104,-0.871,18.275,12.256,0.031,0.043,6.957,0.422,6.200148312895148,5.652742690868206,5.166070356025352,5.016398092110952,5.673923291601576,5.455818135459144,5.448199631931545,E01002415
2362,16.092,-0.46,-0.99,15.6,16.021,0.034,0.056,7.256,0.415,6.074853580615242,5.662030502019195,5.3168618945300885,5.093041301983868,5.612369398175157,5.399294364270825,5.344535792539568,E01002416
2363,15.09,0.294,-1.134,19.728,3.446,0.034,0.041,6.56,0.562,6.002201350039036,5.5970675774983,5.332438088752128,5.027251925707784,5.535656590719481,5.361982346961857,5.478887873266655,E01002417
2364,10.408,-0.562,-0.646,26.183,10.521,0.071,0.09,11.922,0.243,6.02909310153454,5.69885727987124,5.3986186436835055,5.008896093837099,5.483220166553652,5.304555883297342,5.454107872323494,E01002418
2365,12.911,-0.316,-0.884,15.162,4.057,0.042,0.047,5.501,0.414,6.039313014442398,5.639371838795363,5.400437617443017,5.046184814187902,5.551520736965202,5.331542159678668,5.381293054163104,E01002419
2366,10.034,-0.335,-0.119,23.372,9.847,0.075,0.11,13.784,0.391,5.9800427831136265,5.554279558933699,5.43263211617103,4.970838459638449,5.503231073037172,5.3387556335864925,5.498947495833422,E01002420
2367,17.127,0.15,-0.438,13.278,6.823,0.047,0.07,8.993,0.412,6.076905982379607,5.639126585129111,5.393696292836398,4.9321356336063245,5.583271277779564,5.448140113111486,5.556117246495211,E01002421
2368,30.704,0.17,-0.418,20.81,15.145,0.076,0.094,15.824,0.421,5.86827126953953,5.517456275548121,5.332373568253924,5.157618162243865,5.506619111512059,5.130638872006143,5.113596565963686,E01002422
2369,20.645,0.144,-0.838,25.0,13.32,0.075,0.08,13.735,0.545,5.883614402927765,5.574437130531764,5.416813248913038,5.0520664497053245,5.380559664338692,5.264247364649489,5.422829195244671,E01002423
2370,21.44,0.205,-0.813,21.566,13.829,0.064,0.096,13.456,0.781,5.894957269032796,5.510950096448263,5.4003271484375,5.204761096636454,5.461906150182088,5.301326899528504,5.347168265978495,E01002424
2371,21.86,0.527,-0.11,32.104,28.199,0.091,0.149,23.941,0.413,5.870230544314665,5.566441048594082,5.526799275594599,5.156126095266903,5.3210817505331605,5.19431021494024,5.298983571809881,E01002425
2372,27.953,0.054,-0.479,24.764,15.623,0.085,0.122,17.74,0.799,5.878385176718484,5.545847103685515,5.417856431905196,5.171091764043066,5.375873892875895,5.182523553840286,5.282372058684856,E01002426
2373,22.338,0.019,-0.633,26.615,14.412,0.046,0.098,13.203,0.604,5.954218797313357,5.614749569337345,5.340934106447165,5.137175512545317,5.438942485642665,5.197706772285757,5.144890888223371,E01002427
2374,12.978,0.163,-0.57,26.07,17.534,0.049,0.075,12.152,0.225,5.756673221494637,5.47058098612268,5.555505246118782,5.149518725139643,5.243807854216083,5.154675127634036,5.368809858957927,E01002428
2375,18.145,0.322,0.11,46.617,26.528,0.118,0.185,30.131,0.323,5.907320040554257,5.536210307523833,5.5685933906229295,5.045790211639213,5.194440672745058,5.303119025038715,5.623269361467218,E01002429
2376,12.302,0.012,-1.054,26.18,2.566,0.034,0.024,6.105,0.507,6.168010112401602,5.8784812586801545,5.34257432254585,4.848240345447987,5.5681645150657175,5.591225089253606,5.930866070695825,E01002430
2377,15.554,0.114,-1.403,18.443,1.399,0.03,0.028,4.924,0.336,6.158689479758269,5.778106612880735,5.307317723322959,4.952278933385863,5.555037233951318,5.453518944065066,5.624883514251152,E01002431
2378,16.831,0.342,-1.027,15.742,2.807,0.032,0.05,6.636,0.304,6.025265122904922,5.6768460616920935,5.211513294114007,4.900179210335318,5.673624318055432,5.411620090104113,5.63380519308225,E01002432
2379,15.609,-0.007,-0.906,33.677,14.259,0.086,0.111,16.922,0.419,6.045096786583171,5.695820097975871,5.445033995105939,4.855756263522541,5.47682818507447,5.483132636722396,5.829694381969817,E01002433
2380,18.483,0.262,-1.047,15.805,3.058,0.026,0.03,5.524,0.802,6.22121295928955,5.840727422295547,5.345861992603395,4.763173174276584,5.592528831668016,5.522560952349407,5.934385685804414,E01002434
2381,16.047,-0.658,-0.936,15.942,2.863,0.035,0.028,4.163,0.675,6.187528073787689,5.833216126561165,5.426981119513512,4.922165281176567,5.497300522327423,5.38459504544735,5.745085934400558,E01002435
2382,15.094,0.099,-0.676,21.746,5.991,0.067,0.075,10.954,0.518,5.9909550749486495,5.691226075253179,5.4295786436527,4.968243260537425,5.440744757652283,5.44075835087607,5.729295107626146,E01002436
2383,13.999,-0.625,-1.189,26.742,1.734,0.032,0.041,5.755,0.422,6.073422726069655,5.684708293910338,5.408340363859017,4.864003259444905,5.529799868013257,5.467132783938792,5.815550811936922,E01002437
2384,7.537,-0.899,-0.371,38.753,13.086,0.053,0.068,12.569,-0.142,5.666956895131332,5.321168152185587,5.46880232890447,4.780455144246419,5.0767707574061856,5.399184094636868,6.0294405796589,E01002438
2385,11.212,-0.085,0.298,22.496,17.282,0.081,0.113,17.002,-0.243,5.944574295034731,5.49918001803799,5.36185522125539,4.852515001803781,5.450135286303534,5.441846504303569,5.696192296806741,E01002439
2386,8.485,0.111,0.282,29.626,28.072,0.083,0.115,20.207,-0.126,5.938495971388736,5.467053995294086,5.500642707792379,4.855657343137062,5.302944607653861,5.390495284128997,5.715484615099633,E01002440
2387,12.422,0.748,0.284,26.287,23.052,0.099,0.151,23.701,0.158,5.681376670314148,5.219453837228032,5.549804728643029,4.944511053045239,5.0090459967609,5.352480069725915,5.9055802611123145,E01002441
2388,11.138,-0.274,0.089,35.204,32.399,0.108,0.143,23.76,-0.196,5.906587985721794,5.482967182322666,5.458005002490035,4.8267197678755,5.319630439217026,5.501329330710678,5.798179724194982,E01002442
2389,30.335,0.833,-0.894,48.245,15.9,0.039,0.074,19.901,1.605,5.666324350917549,5.234913660350599,5.76081987849453,5.300711542472505,4.993465531708901,5.019089324223367,5.308989552238531,E01002443
2390,31.326,-0.565,-0.012,53.157,16.185,0.066,0.096,22.563,0.752,5.561384642420963,5.09940283293546,5.818989437150758,5.304589422758189,4.832929905865697,4.95839780005182,5.295758888088321,E01002444
2391,19.249,0.686,0.261,32.237,41.929,0.112,0.189,30.41,1.037,5.877030622893275,5.276573474894571,5.518216906331521,5.079631349658439,5.29798473442457,5.278673214148421,5.38851197714305,E01002445
2392,28.307,1.286,-0.194,32.287,21.986,0.064,0.086,21.888,1.619,5.6532725552655165,5.198492572134602,5.656980024715328,5.181970687882758,5.008055975948598,5.101957397506064,5.486099023548211,E01002446
2393,45.231,0.112,-0.652,46.15,26.354,0.059,0.115,24.211,1.271,5.678080054775613,5.245407339979391,5.75051644727832,5.267986859649908,4.975208309634787,5.054402878049944,5.28004561858099,E01002447
2394,38.913,0.662,-0.487,28.207,16.65,0.052,0.095,18.249,1.394,5.787190762942269,5.426334424306883,5.537917668387394,5.134133685755249,5.209397710409741,5.237778424416613,5.442822691578193,E01002448
2395,21.962,0.144,-0.252,41.83,15.13,0.075,0.139,21.375,0.955,5.783159023209622,5.340513627152694,5.647209316178372,5.2548889404849,5.205673206479926,5.108111970675619,5.263213901770742,E01002449
2396,17.04,0.0,-0.866,18.16,13.27,0.034,0.046,7.627,0.516,5.726416758869005,5.463452551675879,5.544461545736893,5.423954016056614,5.390024561812912,5.067505023617676,4.958413436792899,E01002450
2397,14.461,-0.223,-0.789,17.161,8.891,0.045,0.051,7.125,0.502,5.974961534026981,5.685663389605145,5.3877268447432405,5.093778158343116,5.564755894416987,5.222252650778423,5.268861363100451,E01002451
2398,26.297,-0.673,-0.835,18.759,11.126,0.052,0.063,9.387,0.48,5.867465249341519,5.497092169908742,5.540013523244146,5.228809551813116,5.323153694470723,5.216005436816618,5.376489719941248,E01002452
2399,26.166,-0.377,-0.388,19.704,11.161,0.05,0.081,11.258,0.337,6.056936148314448,5.774740787974575,5.336035183298658,5.150266736571552,5.623258792866043,5.233692601410269,5.28133840100807,E01002453
2400,16.269,0.11,-0.114,22.877,18.913,0.11,0.133,19.651,0.528,5.678399934801449,5.30753257512227,5.602748608671103,5.262510833871324,5.117119676059055,5.090882096503608,5.254681134142007,E01002454
2401,18.656,0.912,-0.315,26.383,18.198,0.088,0.113,20.172,0.784,5.791202399531022,5.456050997884403,5.448262342091264,5.1452792929898346,5.376569214125572,5.207122968922695,5.273399919124659,E01002455
2402,27.403,0.122,0.155,24.94,18.143,0.077,0.121,19.196,0.637,6.01130285213903,5.808978160632026,5.397464908889888,4.92932502264829,5.486601522288372,5.358074793496082,5.578850066538939,E01002456
2403,17.925,0.865,0.228,30.028,23.665,0.111,0.169,26.837,0.649,5.852405562306082,5.511016011238098,5.47593793332182,5.104908646337244,5.367386085308151,5.179608352136928,5.296371052596743,E01002457
2404,13.815,-0.095,-1.275,26.69,4.554,0.044,0.034,7.08,0.503,6.035849880439836,5.628827735018811,5.466470508852103,4.850172271093817,5.303656590269694,5.480829596112613,6.005441343418161,E01002458
2405,11.699,-0.757,-0.966,17.835,3.655,0.033,0.019,3.738,0.396,6.174151756056589,5.792389975121273,5.3645216891514,4.971080792609172,5.524199306066312,5.460758584827634,5.757588459618726,E01002459
2406,18.729,-0.327,-0.834,16.678,3.696,0.038,0.058,6.577,0.766,6.080115648153435,5.766647701622338,5.374244350686295,4.846702169346553,5.466478605851478,5.457922790640144,5.785251985741345,E01002460
2407,12.503,-0.371,-1.028,41.039,4.211,0.042,0.048,10.271,0.557,5.909742880326051,5.418520748615265,5.569475121987172,4.945648615941023,5.211481536046053,5.412177034295523,5.8483647008736925,E01002461
2408,10.974,-0.722,-1.391,38.686,1.477,0.023,0.025,6.945,0.285,6.0360700743539,5.6377518566287295,5.408667374022153,4.909452954725343,5.345607286813308,5.530230708876434,5.775820520459389,E01002462
2409,10.789,-0.838,-1.009,29.723,3.341,0.05,0.044,7.321,0.34,6.093004416355856,5.606154963872689,5.450651377107131,4.8828042249254135,5.432621309305213,5.500973895579909,5.900470091064624,E01002463
2410,11.706,-0.684,-0.579,14.664,7.701,0.041,0.059,6.369,0.296,5.83672548324159,5.380181394734429,5.560650129341385,5.090401474711965,5.208468967271083,5.242423113688682,5.490768704599547,E01002464
2411,15.788,-0.264,-0.432,23.622,9.716,0.051,0.074,10.44,0.485,5.853425710973605,5.52986398549147,5.498977835749237,5.136527163321983,5.419758030506367,5.254934896885509,5.361289195611444,E01002465
2412,20.695,-0.28,-1.132,22.259,7.776,0.034,0.055,7.607,0.423,6.236851974769875,5.689583085753299,5.181744815574752,5.000534252987968,5.698603005320938,5.525525982181232,5.576727311368342,E01002466
2413,12.029,-0.444,-0.92,16.842,7.922,0.041,0.044,5.772,0.352,5.919288564409529,5.513926764215742,5.444954633031573,5.136883492469788,5.3600906644548685,5.3013874646595545,5.413574307986668,E01002467
2414,19.147,-0.064,-0.898,17.942,10.287,0.033,0.038,6.832,0.269,6.191022631100246,5.752178965863728,5.207006162688845,5.001115064393907,5.678199894087655,5.501076480320521,5.519067411195664,E01002468
2415,24.295,-0.044,-0.891,20.18,9.921,0.038,0.039,7.97,0.419,6.155704965548856,5.772777141204903,5.257989265556846,5.056374003312418,5.562551747475352,5.375566453805992,5.411696496286562,E01002469
2416,23.759,0.043,-0.764,20.312,6.877,0.048,0.087,10.721,0.848,5.939405793590205,5.554565365293196,5.253538904445512,5.036807935684919,5.546923652291298,5.332363164850643,5.474684205970594,E01002470
2417,19.506,0.111,-0.951,16.055,8.201,0.038,0.048,7.311,0.684,6.030471816327837,5.5914296163453,5.259043651819229,5.06408916314443,5.509104574388928,5.322656119532056,5.431139461199442,E01002471
2418,10.391,-0.485,-0.648,22.895,4.809,0.042,0.081,8.241,-0.057,5.967709480961667,5.659359065792229,5.438496988030929,4.741490783570688,5.451028799708886,5.594282687464847,6.032803626000127,E01002472
2419,10.221,0.11,-0.642,45.858,2.106,0.075,0.079,15.968,-0.05,5.84228674653937,5.5210174677883765,5.425811579090138,4.802583701947596,5.186734874835189,5.631688934346144,6.185885491795565,E01002473
2420,16.327,-0.087,-0.791,24.299,4.816,0.053,0.088,10.473,-0.033,5.956724769190738,5.487438857107234,5.379340386928472,4.862030907681114,5.463511510002882,5.452815747798834,5.804850260117896,E01002474
2421,8.68,-0.86,0.085,27.853,7.387,0.122,0.118,17.647,-0.28,5.854533253728816,5.433725189107709,5.500041661642294,4.940393704017707,5.250842553535394,5.365458488042376,5.712893448044769,E01002475
2422,9.188,-0.382,-1.272,20.79,0.806,0.03,0.046,4.554,0.039,6.03925753092464,5.691684560685218,5.427038785023026,4.8434685793104055,5.397121267982676,5.415994245040266,5.933529223067851,E01002476
2423,8.477,-0.499,-0.317,23.462,2.749,0.063,0.083,9.978,0.235,6.017350577471549,5.747167866132413,5.345403926414356,4.7774867725651164,5.470614862023738,5.51859240085758,5.988826705698381,E01002477
2424,10.553,-0.358,-0.903,21.105,4.301,0.05,0.066,7.519,-0.043,5.934062900997343,5.626041297874753,5.266922947906313,4.924597558521089,5.559423445709168,5.464810183123936,5.629264455939096,E01002478
2425,10.021,0.113,0.002,32.159,11.596,0.098,0.139,19.628,-0.012,5.93640243832658,5.520405708289728,5.49599786967766,5.10658680345954,5.296531972652528,5.277364233063489,5.614653929268441,E01002479
2426,8.196,-0.733,-1.405,23.132,2.414,0.029,0.035,4.074,0.178,6.108067808972763,5.761886429697387,5.409885068957725,4.812725269839111,5.428682783569736,5.46715483326144,5.882583641380853,E01002480
2427,10.206,-0.235,-0.451,34.045,10.393,0.105,0.149,19.065,0.275,6.000479523412782,5.5699273558223945,5.472194145707523,5.031019248034619,5.382251250797807,5.379824534800258,5.710822176070235,E01002481
2428,10.006,-0.641,-1.027,17.452,0.862,0.026,0.026,3.114,0.124,5.977684861089027,5.581242944549594,5.492100635823262,4.993600399709055,5.39434255141557,5.443289809472571,5.6934425733631775,E01002482
2429,14.664,-0.413,-0.445,22.762,3.698,0.06,0.065,9.321,0.143,6.010462897484292,5.714148801817021,5.314888485160791,5.012057225469133,5.525194793240005,5.365675209833423,5.515239190047895,E01002483
2430,23.935,0.221,0.241,25.13,9.914,0.11,0.141,21.292,0.621,6.081426983946687,5.593312696977095,5.426488232779336,4.980338680160629,5.473679770956506,5.416505110013735,5.662741368467158,E01002484
2431,21.939,0.185,-0.244,25.708,7.257,0.076,0.101,15.274,0.642,5.919506860035722,5.503539421225107,5.422167406928155,5.086962893445005,5.3917184811766425,5.304944415887197,5.385929531948541,E01002485
